source,productid,mobilename,userid,review,rating,reviewdate
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",prateek jaiswal,"...display quality was quite good, camera is good but not as much as it mention sony lens.",,2 months ago
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",sujata  kumari,...Display and camera,,4 days ago
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",SIVA JENI,...Dual speaker and e and AMOLED and display fingerprint and 50 CAMERA IOS SUPPORT,,2 months ago
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Amit  Verma,"...Worst product,camera hanging,battery draining too fas",,10 days ago
flipkart,bbe0bfdee707d,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",Anonymous,,,
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Debo Banerjee,...The device is good and pretty smooth. ... The camera also takes decent pictures in good lighting,,2 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Siva S,"...The 32MP rear camera takes decent photos in good lighting, and the 8MP front camera is fine for selfies.",,23 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Papiya Mallick,...Camera quality is osome.,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Yash  Mathur,...Bad experienceCamera is very poorCamera quality is such bad more than 2 megapixel,,2 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",jasmin ansari,...The camera is not good in this mobile.There is no option of hide app or app lock,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Imran Siddiqui,...Camera kwality ok ok,,4 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Mysterious Person,...Mobile's camera is not good as my expected and your as your ads,,1 month ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Flipkart Customer,...Worest audio qualityPoor camera qualityLess settingsNot buy this,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",সোনার তরী,...This product is soo good but the camera will much do more recovering.,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Flipkart Customer,...Camera quality is n,,15 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Amal Roy,...Everything is perfect but camera quality is not good,,23 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Arun Customer,...camera is flop.I can take better photos in my old phone,,22 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",AMAN  KUMAR,...Camera quality is poor,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Sahera_ Shaik_,...Camera quality is very bad,,3 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Prakash Shaw,...product. And don't believe in the camera.Camera quality is not good,,6 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Sonali,...Camera  quality not good,,2 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Mohiddin Dambalkar,...Camera not clear and after taking photos brightness low,,1 month ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Sushanta Das,"...Third class, mobileVery bad camera quality",,2 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Flipkart Customer,...Nice phone for limited day to day use..camera could be better.,,2 days ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Mangesh Gaikwad,"...The sound of the mobile phone is low, the camera is boring, the mobile phone is running slowly.",,4 months ago
flipkart,8096ee52d7013,"POCO C71 (Power Black, 128 GB)",Anonymous,,,
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Sanjay Chauhan,...Cons: The low light camera quality is average and notices fog on the camera while using the camera.,,10 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Arunachalam S,...1.Storage and RAM performance good2. Camera quality is good both front and back3. AI features and touch and speed Good,,1 month ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",P Janarthan,...expandable based on AI or upto another 16GB2. Camera quality is decent3. Display is also Good4. Sound clarity,,2 months ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Flipkart Customer,...experience of such a wonderful phone.2. USB 2.03. Poor Night Mode in camera.4. Tough to find tempered glass and costly,,1 month ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",PANKAJ MORE,"...Till now it's doing the job perfectly,Camera is awesome!",,5 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Swapnil Harale,...While Open a Camera it auto Create a Fogg in Camera,,1 month ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Ankur  Rao,...Fabulous cameraGood performance,,1 month ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Flipkart Customer,...Camera not as expected also face overheating issues,,9 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",gaurav komarewar,...Worst phone waste of money don't buy this Moto phones camera have fog issue within 2 minutes fog get accumulated inside lenses .,,10 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",pankaj patil,...Two days photo put in pocket and found moisture inside camera lenses,,2 months ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Amar Bhoir,...phone...lag issues... network issue...slightly heat then come the moisture in the camera..,,10 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Prince Giri,"...software is working like 13-14 k phone.Camera App hangs, app switching is slow.Worst phone , please don't buy.Not happy",,12 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Badal  Mittal,...Excellent Machine !!Camera is 4.5Screen is5Sound is 5Battery is 3.5Design is 5,,2 months ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Lucky  Jat,...2 excellent display3 Solid battery life4 Camera Set up is also So good5 Performance is good6 So many cool and useful features,,9 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Flipkart Customer,"...moto AI has  limitations , only few images we can generate using moto ai image studio",,1 month ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Flipkart Customer,...Gallery has not been given.I prefer don't buy this mobile.,,5 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",AJAL PREM,"...Very disappointed, software lag is top notch, camera is below average, it is a total waste of hard earned money.",,10 days ago
flipkart,106024b11b487,"MOTOROLA Edge 60 Pro (Pantone Sparkling Grape, 512 GB)",Anonymous,,,
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Arjun Chetri,"...The camera quality is impressive, capturing sharp and vibrant photos.",,9 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Mohitosh  das,"...The camera quality is also impressive, capturing detailed shots effortlessly",,9 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Ranjeeta ubnare,"...is amazing!! I really liked the design.The camera quality is awesome.But the sound is a bit low. Overall, I really",,4 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Souvik Dutta,...2. Camera quality is below average basically at night time.,,7 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Flipkart Customer,...Happy with this phone and it's one camera quality is not too high.,,4 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Flipkart Customer,...Best mobile phone but camera quality is little low.,,3 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Flipkart Customer,"...Plus, the rear camera captures detailed shots even in challenging light.",,9 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Irfan Shaikh,...Amazing product really so good.Front camera quality okay.,,4 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Flipkart Customer,"...The camera performs well in all lighting conditions, making it a useful device for photography.",,9 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Shubham Sharma,...I recently bought this phone and The camera quality is good.,,4 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",shivam kashyap,"...Camera quality is very poor, 3rd class quality like feature phone camera 😔",,3 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Flipkart Customer,...The dual-camera setup on back ensures photo comes out great whether its a zoom or wide shot.,,9 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",vishal yadav,...and stylish.2. front camera is good.3. back camera is average.4. base on the price of the phone processor,,1 month ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Dinesh Kumar,...Camera quality not justifiable.50 MP is equivalent to 3MP of Nokia in old,,7 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",suresh T,...Camera quality normalBattery performance super awesomeOverall,,7 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Neem Raj,...phone and Very nice phone i like it. 😘battery🔋 is good.But camera quality is bad.,,6 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Mamta  Agarwal,...A Nice Mobile.Camera is good.Not good for listening to Music.,,3 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Anup Wasekar,"...The camera quality is poor, looking poco brand not expected such a bad quality in camera.",,5 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",KAMLESH PATEL,...Good phone in this price rangeCamera quality is okBattery backup is goodPerformance is good,,3 months ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Dwarika Nath Mandal,...The camera is not good.It feels like a 2 Mega pixel camera.The design is not looking good.,,1 month ago
flipkart,f8fdd88f80fcc,"POCO C75 5G (Enchanted Green, 64 GB)",Anonymous,,,
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Adinarayana Marri,...It was amazing and lovable phone it was too gud it have a grand camera quality,,3 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Neinar Ali,...Back camera 2MBWORST PERFORMANCEHANG,,1 month ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...Camera quality like 8 mega pixels.Overall good.,,2 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...This is a good phone at a low price.The camera quality is also good.It looks great.,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Sharad Sadana,...Budget friendly phone. Big screen.Camera quality is average.Main flaw is speaker/ringer volume is very,,2 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",BAPUN KUMAR,...Mobile display work very smooth 👌And camera quality ok okValue for money,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Arabinda Aruk,...Great 👍 phone but camera 📷 very very chipest.I will never Buy this Type phone,,4 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Shouvik Sinha,"...Product is good, camera quality is ok ok.But in this price range it is the best phone",,4 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Atul Mishra,...I like product it is great but camera quality should be little bit better but nice u can definitely go with it.,,4 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Peak AK,...for light users. Simple User Interface.Camera Average.Phone color is desert gold but looks like,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",SUDHANSU SEKHAR,...Phone is good.Camera is average.We can perform is 8/10,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...Camera quality is good,,2 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",ALLUDIN ALLU,...Good protect nice display sizeCamera looking disain goodWaluefor money,,4 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...phone get heated in when you talk for 1 min and poor camera quality for photos and videos.,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...Super quality phone but camera quality 80% only,,2 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Jatin Rawat,...budgetand great lookBest performanceAverage cameraAll thing are best with this budget,,4 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Flipkart Customer,...Camera goodBattery 7 dinDisplay full Hd,,23 days ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Anuu Singha,...Not so good.camera soo bad.Please don't buy �,,3 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Prashant Atakare,...REQUIRED DUEL SPEAKER AND IMPROVE CAMERA QUALITY...,,2 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Jyotsna sahu Sahu,...Camera is not good.,,5 months ago
flipkart,e3dc58af6a04b,"POCO C71 (Desert Gold, 64 GB)",Anonymous,,,
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Ujala  Kulkarnijha,...The camera quality is also good and it doesn't feel like 90htz.,,3 days ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Sayan Saha,...the camera is what you have to consider.Camera quality is average.Overall phone is Fantastic.,,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Rajesh Singh,...1. camera - average 6/102.battery- very good but 10 watt charger 8/10,,11 days ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Tippusultan Jagapur,"...side bar, freeform window.. High quality.Camera is clear and bright pictures.Many modes are available.Potrait is nice",,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Flipkart Customer,...This phone is  so much good acording to price😍👌 camera quality is best you can buy this pho,,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Rajendra  Maru,...Camera quality is very bad ..I suggest dont purchse this phone .,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",सह संयोजक,...Display.........5.5/10Performance 5/10Camera ........4.5/10Audio quality 4.8/10Network,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Utkarsh Kumar,...Cons-Camera average quality  3/5Charging very slow .. you have to charge,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Mohammad Ibrahim,...price and Perfect mobile for recent timesCamera quality goodPerformance goodOverall super mobileFinally,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Gaurav,...50 Mega Pixel camera is equal to 5 MP camera of any normal mobile.,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",vikash,"...display is good, the software is fast.Just don't expect much in terms of camera.",,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Ganesh Kumbhar,...Product is good at this price range.But improve front camera quality.Front camera should be 8 or 12 megapixel,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Lingareddy Chaitanya Chakravarti Reddy,"...2. There's a dummy rear camera, the front camera is usable",,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Jd Dibyajyoti Das,...Camera quality,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Pavankumar B Navalli,...poor performanceThey mention 50MP cameraBut the picture quality is worst like 2 mp cameraSome phones with 2 MP camera are better than,,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Shreya Gaude,"... lock, and other gesture motion and so on.Just camera quality is not that good.Overall best quality mobileMust buy",,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Flipkart Customer,...Very smart phone and camera quality very smart phone look smart,,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Abhinav Verma,...Battery 5 starPerformance 5Camera front 3Back camera5Overall good phone .Price was amazing,,2 months ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",gautam bide,"...Very bad products, camera no clarity, and spekar not working",,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Vikram Azad,"...Within 30 days, camera issue, back camera is not working, torch option is disabled.",,1 month ago
flipkart,64f0502e1d7d7,"Ai+ Pulse (Purple, 64 GB)",Anonymous,,,
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Nandakishore MJ,...Camera - Front camera is above average and the rear seems to be average.,,11 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Pintu Gupta,...Good for mony..Camera quality better.,,1 day ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",NRIPENDRA KUMAR SHARMA,...wise Ok ok phone. Nice battery backup.Average camera quality.Smooth functioning,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Flipkart Customer,...Happy with overall performance and display.Rear camera is good but front camera is over saturated.Battery backup: 1.5 days for normal usage,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Anupam Das,...Camera quality is average.The battery drains so quickly.Not met my,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Ayan Ghosh,...Front camera have noise and back camera sensor not correctly captured light and upto mark output of image.,,5 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Flipkart Customer,...Back camera is average but front camera is awesome and please provide at least 2years Os update.,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Yashwanth Gattu,...The phone is very good and camera is ok ok but remaining everything is good and excellent .,,12 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",D J,...Just got a moto 86 wonderful camera and solid in hand feel,,17 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Prathmesh  Pol,...Battery and Display is excellent 5/5 for bothCamera is quite good 4.5/5In hand feel and built is impressive 5/5,,6 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",S U D H A K A R K U K K A L A,...Worst Camera QualityDon't buy this mobile,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Sagar Virnak,"...Facing issue with Camera Optimization...after hdr process ,its add so much contrast",,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Anand Raut,...Camera is good quality...,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",ARYAN  ASTHANA,"...Camera quality could have been a little betterAnd as far as sound is concerned, the feel",,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Abhirup Roy,...Camera is awesome.Love it after using for 24 Hrs.,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Abhijit  Bora,...Everything is excellent except the camera.Camera is worse than a average budget phone,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Ujjwal Anand,...All rounder phone.Camera 4.5/5Battery 5/5Display 5/5Design 5/5Performance,,1 day ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Swapnil Putatunda,...Best mobile in 20k range..camera is just awesome ... battery backup superb and performance,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Karthikeyan,...Display 10/10Camera - 7/10Performance - 8/10Battery - 10/10Design,,1 month ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Shantanu Kumar  Das,...Very poor camera Quality..,,6 days ago
flipkart,88e00feaf98b7,"MOTOROLA G86 Power 5G (Pantone Spellbound, 128 GB)",Anonymous,,,
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Arjun Chetri,"...The camera quality is impressive, capturing sharp and vibrant photos.",,9 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Mohitosh  das,"...The camera quality is also impressive, capturing detailed shots effortlessly",,9 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Ranjeeta ubnare,"...is amazing!! I really liked the design.The camera quality is awesome.But the sound is a bit low. Overall, I really",,4 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Souvik Dutta,...2. Camera quality is below average basically at night time.,,7 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Flipkart Customer,...Happy with this phone and it's one camera quality is not too high.,,4 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Flipkart Customer,...Best mobile phone but camera quality is little low.,,3 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Flipkart Customer,"...Plus, the rear camera captures detailed shots even in challenging light.",,9 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Irfan Shaikh,...Amazing product really so good.Front camera quality okay.,,4 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Flipkart Customer,"...The camera performs well in all lighting conditions, making it a useful device for photography.",,9 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Shubham Sharma,...I recently bought this phone and The camera quality is good.,,4 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",shivam kashyap,"...Camera quality is very poor, 3rd class quality like feature phone camera 😔",,3 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Flipkart Customer,...The dual-camera setup on back ensures photo comes out great whether its a zoom or wide shot.,,9 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",vishal yadav,...and stylish.2. front camera is good.3. back camera is average.4. base on the price of the phone processor,,1 month ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Dinesh Kumar,...Camera quality not justifiable.50 MP is equivalent to 3MP of Nokia in old,,7 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",suresh T,...Camera quality normalBattery performance super awesomeOverall,,7 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Neem Raj,...phone and Very nice phone i like it. 😘battery🔋 is good.But camera quality is bad.,,6 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Mamta  Agarwal,...A Nice Mobile.Camera is good.Not good for listening to Music.,,3 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Anup Wasekar,"...The camera quality is poor, looking poco brand not expected such a bad quality in camera.",,5 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",KAMLESH PATEL,...Good phone in this price rangeCamera quality is okBattery backup is goodPerformance is good,,3 months ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Dwarika Nath Mandal,...The camera is not good.It feels like a 2 Mega pixel camera.The design is not looking good.,,1 month ago
flipkart,10b3f6f1bc616,"POCO C75 5G (Aqua Bliss, 64 GB)",Anonymous,,,
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Debo Banerjee,...The device is good and pretty smooth. ... The camera also takes decent pictures in good lighting,,2 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Siva S,"...The 32MP rear camera takes decent photos in good lighting, and the 8MP front camera is fine for selfies.",,23 days ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Papiya Mallick,...Camera quality is osome.,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Yash  Mathur,...Bad experienceCamera is very poorCamera quality is such bad more than 2 megapixel,,2 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",jasmin ansari,...The camera is not good in this mobile.There is no option of hide app or app lock,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Imran Siddiqui,...Camera kwality ok ok,,4 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Mysterious Person,...Mobile's camera is not good as my expected and your as your ads,,1 month ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Flipkart Customer,...Worest audio qualityPoor camera qualityLess settingsNot buy this,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",সোনার তরী,...This product is soo good but the camera will much do more recovering.,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Flipkart Customer,...Camera quality is n,,15 days ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Amal Roy,...Everything is perfect but camera quality is not good,,23 days ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Arun Customer,...camera is flop.I can take better photos in my old phone,,22 days ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",AMAN  KUMAR,...Camera quality is poor,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Sahera_ Shaik_,...Camera quality is very bad,,3 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Prakash Shaw,...product. And don't believe in the camera.Camera quality is not good,,6 days ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Sonali,...Camera  quality not good,,2 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Mohiddin Dambalkar,...Camera not clear and after taking photos brightness low,,1 month ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Sushanta Das,"...Third class, mobileVery bad camera quality",,2 months ago
flipkart,fb10bdbf02c6e,"POCO C71 (Cool Blue, 128 GB)",Flipkart Customer,...Nice phone for limited day to day use..camera could be better.,,2 days ago
